Date,TAI,TAI_1,TAI_2,TAI_3,TAI_4,CFM SMOOTHBYFILTER,O2,TAO,TAO_R1,TAO_R2,TAO_R3,TAO_R4,STATIC,TWI,TWO,GPM
06:06:59 03-09-2025,140.79133605957,0,140.79133605957,0,0,459.865356445313,11.1417331695557,141.560562133789,0,0,0,0,7.22346591949463,32,32,0
06:07:29 03-09-2025,140.79133605957,0,140.79133605957,0,0,463.919006347656,11.1341018676758,141.560562133789,0,0,0,0,7.20286464691162,32,32,0
06:07:59 03-09-2025,141.395736694336,0,141.395736694336,0,0,447.317230224609,11.1264705657959,141.835296630859,0,0,0,0,7.19828701019287,32,32,0
06:08:29 03-09-2025,141.011108398438,0,141.011108398438,0,0,433.776947021484,11.1264705657959,141.725402832031,0,0,0,0,7.19141960144043,32,32,0
06:08:59 03-09-2025,140.956176757813,0,140.956176757813,0,0,448.519989013672,11.1264705657959,141.835296630859,0,0,0,0,7.17539691925049,32,32,0
06:09:29 03-09-2025,141.560562133789,0,141.560562133789,0,0,464.019073486328,11.1264705657959,141.835296630859,0,0,0,0,7.18913078308105,32,32,0
06:10:00 03-09-2025,141.395736694336,0,141.395736694336,0,0,425.4541015625,11.0883140563965,141.945175170898,0,0,0,0,7.20057582855225,32,32,0
06:10:30 03-09-2025,141.17594909668,0,141.17594909668,0,0,431.278472900391,11.1264705657959,141.945175170898,0,0,0,0,7.20286464691162,32,32,0
06:11:00 03-09-2025,141.230895996094,0,141.230895996094,0,0,412.904815673828,11.1264705657959,141.945175170898,0,0,0,0,7.13648414611816,32,32,0
06:11:30 03-09-2025,141.17594909668,0,141.17594909668,0,0,433.796173095703,11.118839263916,141.890243530273,0,0,0,0,7.20744323730469,32,32,0
06:12:00 03-09-2025,141.835296630859,0,141.835296630859,0,0,422.652252197266,11.1417331695557,142.055068969727,0,0,0,0,7.205153465271,32,32,0
06:12:30 03-09-2025,141.725402832031,0,141.725402832031,0,0,452.273712158203,11.1264705657959,141.945175170898,0,0,0,0,7.25322246551514,32,32,0
06:13:00 03-09-2025,141.395736694336,0,141.395736694336,0,0,405.581634521484,11.1417331695557,142.110015869141,0,0,0,0,7.20973205566406,32,32,0
06:13:30 03-09-2025,141.835296630859,0,141.835296630859,0,0,453.128631591797,11.118839263916,142.110015869141,0,0,0,0,7.24177742004395,32,32,0
06:14:00 03-09-2025,141.890243530273,0,141.890243530273,0,0,457.991394042969,11.1264705657959,142.000122070313,0,0,0,0,7.21888828277588,32,32,0
06:14:30 03-09-2025,141.395736694336,0,141.395736694336,0,0,449.683685302734,11.1264705657959,142.164962768555,0,0,0,0,7.24406719207764,32,32,0
06:15:00 03-09-2025,141.945175170898,0,141.890243530273,0,0,461.277038574219,11.1264705657959,142.164962768555,0,0,0,0,7.25551223754883,32,32,0
06:15:30 03-09-2025,141.835296630859,0,141.835296630859,0,0,447.724639892578,11.1264705657959,142.110015869141,0,0,0,0,7.16624069213867,32,32,0
06:16:00 03-09-2025,141.725402832031,0,141.725402832031,0,0,431.328033447266,11.1264705657959,142.219909667969,0,0,0,0,7.15708446502686,32,32,0
06:16:30 03-09-2025,141.725402832031,0,141.725402832031,0,0,439.416839599609,11.1264705657959,142.164962768555,0,0,0,0,7.25093364715576,32,32,0
06:17:00 03-09-2025,141.395736694336,0,141.395736694336,0,0,455.882751464844,11.118839263916,142.164962768555,0,0,0,0,7.26695728302002,32,32,0
06:17:30 03-09-2025,141.560562133789,0,141.560562133789,0,0,480.709503173828,11.1112079620361,142.164962768555,0,0,0,0,7.20973205566406,32,32,0
06:18:00 03-09-2025,141.670455932617,0,141.670455932617,0,0,458.316833496094,11.1112079620361,142.219909667969,0,0,0,0,7.20744323730469,32,32,0
06:18:30 03-09-2025,141.725402832031,0,141.725402832031,0,0,454.866821289063,11.1112079620361,142.219909667969,0,0,0,0,7.19141960144043,32,32,0
06:19:00 03-09-2025,141.670455932617,0,141.945175170898,0,0,478.320404052734,11.1035766601563,142.329803466797,0,0,0,0,7.15937423706055,32,32,0
06:19:30 03-09-2025,141.615509033203,0,141.615509033203,0,0,459.773498535156,11.118839263916,142.329803466797,0,0,0,0,7.2371997833252,32,32,0
06:20:00 03-09-2025,141.560562133789,0,141.560562133789,0,0,445.51123046875,11.1112079620361,142.219909667969,0,0,0,0,7.26237869262695,32,32,0
06:20:30 03-09-2025,141.505615234375,0,141.505615234375,0,0,441.195495605469,11.1264705657959,142.384750366211,0,0,0,0,7.17997455596924,32,32,0
06:21:00 03-09-2025,141.505615234375,0,141.505615234375,0,0,434.349243164063,11.1341018676758,142.219909667969,0,0,0,0,7.25551223754883,32,32,0
06:21:30 03-09-2025,141.340789794922,0,141.340789794922,0,0,450.585113525391,11.1112079620361,142.219909667969,0,0,0,0,7.25322246551514,32,32,0
06:22:00 03-09-2025,141.835296630859,0,141.725402832031,0,0,431.656402587891,11.1264705657959,142.384750366211,0,0,0,0,7.13648414611816,32,32,0
06:22:30 03-09-2025,142.055068969727,0,142.055068969727,0,0,392.865142822266,11.0883140563965,142.549575805664,0,0,0,142.49462890625,7.46381092071533,32,32,0
06:23:00 03-09-2025,142.164962768555,0,142.274856567383,0,0,293.421569824219,11.2104148864746,142.439682006836,0,0,0,142.329803466797,7.50043487548828,32,32,0
06:23:30 03-09-2025,141.780349731445,0,141.725402832031,0,0,302.664794921875,11.2333087921143,142.49462890625,0,0,0,142.49462890625,7.46838855743408,32,32,0
06:24:00 03-09-2025,141.835296630859,0,141.835296630859,0,0,309.7587890625,11.2333087921143,142.329803466797,0,0,0,142.329803466797,7.44320964813232,32,32,0
06:24:30 03-09-2025,141.615509033203,0,141.615509033203,0,0,334.0986328125,11.2027835845947,142.49462890625,0,0,0,142.49462890625,7.42031955718994,32,32,0
06:25:00 03-09-2025,141.780349731445,0,141.780349731445,0,0,328.141021728516,11.1341018676758,142.604522705078,0,0,0,142.604522705078,7.38827419281006,32,32,0
06:25:31 03-09-2025,141.890243530273,0,141.890243530273,0,0,300.869445800781,11.1646270751953,142.49462890625,0,0,0,142.49462890625,7.42031955718994,32,32,0
06:26:01 03-09-2025,142.274856567383,0,142.274856567383,0,0,368.773010253906,11.1646270751953,142.549575805664,0,0,0,142.49462890625,7.46838855743408,32,32,0
06:26:31 03-09-2025,142.274856567383,0,142.274856567383,0,0,296.098388671875,11.1493644714355,142.549575805664,0,0,0,142.49462890625,7.4775447845459,32,32,0
06:27:01 03-09-2025,141.780349731445,0,142.000122070313,0,0,342.852996826172,11.1417331695557,142.549575805664,0,0,0,142.49462890625,7.4775447845459,32,32,0
06:27:31 03-09-2025,75.4066696166992,0,0,0,0,496.00390625,18.7882957458496,77.219856262207,0,77.1099624633789,0,0,7.42718696594238,32,32,0
06:28:01 03-09-2025,50.6264266967773,0,0,0,0,474.106750488281,18.8722400665283,62.1099548339844,0,62.1648941040039,0,0,7.62861919403076,32,32,0
06:28:31 03-09-2025,43.7582893371582,0,0,0,0,506.767242431641,18.8722400665283,58.4286270141602,0,58.4286270141602,0,0,7.57368278503418,32,32,0
06:29:01 03-09-2025,38.7582855224609,0,0,0,0,514.253601074219,18.8569774627686,57.4945602416992,0,57.1648941040039,0,0,7.68355464935303,32,32,0
06:29:31 03-09-2025,37.5494918823242,0,0,0,0,513.555297851563,18.8493461608887,57.7143402099609,0,57.769287109375,0,0,7.8231840133667,32,32,0
06:30:01 03-09-2025,35.5714683532715,0,0,0,0,489.101806640625,18.8417148590088,57.6044540405273,0,57.6044540405273,0,0,7.7499361038208,32,32,0
06:30:31 03-09-2025,34.4176216125488,0,0,0,0,539.183044433594,18.8493461608887,55.8462066650391,0,55.6813735961914,0,0,7.76595878601074,32,32,0
06:31:01 03-09-2025,33.9231147766113,0,0,0,0,534.320495605469,18.8646087646484,52.9890670776367,0,52.9341201782227,0,0,7.8643856048584,32,32,0
06:31:31 03-09-2025,32,0,0,0,0,517.297973632813,18.8569774627686,50.9011497497559,0,50.9011497497559,0,0,7.86209678649902,32,32,0
06:32:01 03-09-2025,32,0,0,0,0,483.258209228516,18.8798713684082,48.8132362365723,0,48.9231262207031,0,0,7.88727569580078,32,32,0
06:32:31 03-09-2025,98.153938293457,98.153938293457,0,0,0,291.20263671875,8.69208526611328,88.6484375,0,0,0,0,2.96592569351196,32,32,0
06:33:01 03-09-2025,104.747352600098,105.131965637207,0,0,0,273.335815429688,3.586745262146,99.4726181030273,0,0,0,0,2.87207698822021,32,32,0
06:33:31 03-09-2025,108.208892822266,108.428672790527,0,0,0,269.732543945313,3.0143985748291,105.241851806641,0,0,0,0,2.82629680633545,32,32,0
06:34:01 03-09-2025,111.23087310791,111.23087310791,0,0,0,269.281188964844,3.07544898986816,108.428672790527,0,0,0,0,2.7736496925354,32,32,0
06:34:31 03-09-2025,112.659446716309,112.659446716309,0,0,0,275.981536865234,3.25096893310547,110.241859436035,0,0,0,0,2.75533771514893,32,32,0
06:35:01 03-09-2025,112.714385986328,112.714385986328,0,0,0,279.450866699219,3.59437656402588,111.450653076172,0,0,0,0,2.71413612365723,32,32,0
06:35:31 03-09-2025,112.714385986328,112.714385986328,0,0,0,281.440063476563,3.9835729598999,112.055046081543,0,0,0,0,2.69353485107422,32,32,0
06:36:01 03-09-2025,112.274826049805,112.274826049805,0,0,0,266.791900634766,4.42618846893311,112.219886779785,0,0,0,0,2.72100305557251,32,32,0
06:36:31 03-09-2025,113.153953552246,113.153953552246,0,0,0,289.3369140625,4.92222309112549,112.329772949219,0,0,0,0,2.76449394226074,32,32,0
06:37:01 03-09-2025,112.659446716309,112.659446716309,0,0,0,266.516387939453,5.38773250579834,112.274826049805,0,0,0,0,2.71184682846069,32,32,0
06:37:31 03-09-2025,112.659446716309,112.659446716309,0,0,0,278.296142578125,5.83797931671143,112.274826049805,0,0,0,0,2.72786998748779,32,32,0
06:38:01 03-09-2025,112.055046081543,112.164939880371,0,0,0,272.284942626953,6.22717571258545,112.000099182129,0,0,0,0,2.71871376037598,32,32,0
06:38:31 03-09-2025,112.384719848633,112.384719848633,0,0,0,281.729583740234,6.62400341033936,111.835266113281,0,0,0,0,2.79425096511841,32,32,0
06:39:01 03-09-2025,112.219886779785,112.219886779785,0,0,0,271.939239501953,6.92162418365479,111.340759277344,0,0,0,0,2.78280591964722,32,32,0
06:39:32 03-09-2025,111.780319213867,111.780319213867,0,0,0,279.648620605469,7.1810884475708,111.285820007324,0,0,0,0,2.80111789703369,32,32,0
06:40:02 03-09-2025,111.670433044434,111.670433044434,0,0,0,275.602233886719,7.41765880584717,110.791313171387,0,0,0,0,2.79196166992188,32,32,0
06:40:32 03-09-2025,110.846252441406,110.846252441406,0,0,0,280.087493896484,7.64659690856934,110.461639404297,0,0,0,0,2.76907205581665,32,32,0
06:41:02 03-09-2025,110.406692504883,110.406692504883,0,0,0,275.663635253906,7.81448554992676,110.516586303711,0,0,0,0,2.76449394226074,32,32,0
06:41:32 03-09-2025,110.736366271973,110.736366271973,0,0,0,282.155639648438,8.02816200256348,110.241859436035,0,0,0,0,2.71184682846069,32,32,0
06:42:02 03-09-2025,110.186912536621,110.186912536621,0,0,0,278.658569335938,8.1502628326416,109.857246398926,0,0,0,0,2.76449394226074,32,32,0
06:42:32 03-09-2025,110.296806335449,110.296806335449,0,0,0,277.935791015625,8.32578277587891,109.58251953125,0,0,0,0,2.7736496925354,32,32,0
06:43:02 03-09-2025,109.857246398926,109.857246398926,0,0,0,274.261962890625,8.43262100219727,109.417686462402,0,0,0,0,2.74160385131836,32,32,0
06:43:32 03-09-2025,109.472625732422,109.472625732422,0,0,0,276.198455810547,8.56998443603516,109.417686462402,0,0,0,0,2.76678276062012,32,32,0
06:44:02 03-09-2025,108.978118896484,108.978118896484,0,0,0,283.169311523438,8.66919136047363,109.088012695313,0,0,0,0,2.76449394226074,32,32,0
06:44:32 03-09-2025,108.923179626465,108.923179626465,0,0,0,280.000762939453,8.75313568115234,108.373725891113,0,0,0,0,2.68895673751831,32,32,0
06:45:02 03-09-2025,108.813285827637,108.813285827637,0,0,0,281.359375,8.82944869995117,108.318778991699,0,0,0,0,2.72100305557251,32,32,0
06:45:32 03-09-2025,108.208892822266,108.208892822266,0,0,0,275.570465087891,8.92865562438965,108.098999023438,0,0,0,0,2.74618196487427,32,32,0
06:46:02 03-09-2025,107.93416595459,107.93416595459,0,0,0,279.195343017578,9.00496864318848,107.659439086914,0,0,0,0,2.72329187393188,32,32,0
06:46:32 03-09-2025,107.824272155762,107.824272155762,0,0,0,282.656372070313,9.07365036010742,107.329772949219,0,0,0,0,2.7324481010437,32,32,0
06:47:02 03-09-2025,107.659439086914,107.659439086914,0,0,0,271.511901855469,9.13470077514648,107.109985351563,0,0,0,0,2.72786998748779,32,32,0
06:47:32 03-09-2025,121.285827636719,0,0,0,121.505599975586,331.916015625,9.47047805786133,118.923187255859,0,0,0,0,5.36250877380371,32,32,0
06:48:02 03-09-2025,126.285827636719,0,0,0,126.285827636719,345.977416992188,10.1344013214111,126.175933837891,0,0,0,0,5.300705909729,32,32,0
06:48:32 03-09-2025,127.934188842773,0,0,0,127.934188842773,327.466003417969,10.5083351135254,128.758361816406,0,0,0,0,5.25263690948486,32,32,0
06:49:02 03-09-2025,130.406707763672,0,0,0,130.406707763672,352.336090087891,10.8975315093994,130.461654663086,0,0,0,0,5.32588481903076,32,32,0
06:49:32 03-09-2025,129.967147827148,0,0,0,129.967147827148,337.191802978516,11.2409400939941,131.340774536133,0,0,0,0,5.38768768310547,32,32,0
06:50:02 03-09-2025,131.17594909668,0,0,0,131.17594909668,346.292144775391,11.5996112823486,131.780334472656,0,0,0,0,5.33732986450195,32,32,0
06:50:32 03-09-2025,130.901214599609,0,0,0,130.901214599609,340.422149658203,11.965913772583,132.21989440918,0,0,0,0,5.38311004638672,32,32,0
06:51:02 03-09-2025,131.450668334961,0,0,0,131.450668334961,358.03076171875,12.3016910552979,132.934188842773,0,0,0,0,5.39455509185791,32,32,0
06:51:32 03-09-2025,131.340774536133,0,0,0,131.340774536133,365.890533447266,12.6222057342529,133.208908081055,0,0,0,0,5.40371131896973,32,32,0
06:52:02 03-09-2025,131.945175170898,0,0,0,132.164947509766,364.236358642578,12.9198265075684,133.593521118164,0,0,0,0,5.47238063812256,32,32,0
06:52:32 03-09-2025,132.604522705078,0,0,0,132.439682006836,360.919921875,13.2098159790039,133.978149414063,0,0,0,0,5.49298191070557,32,32,0
06:53:02 03-09-2025,132.714401245117,0,0,0,133.099014282227,316.154510498047,13.4540157318115,134.252868652344,0,0,0,0,5.44033527374268,32,32,0
06:53:32 03-09-2025,133.099014282227,0,0,0,133.099014282227,360.55224609375,13.682954788208,134.47265625,0,0,0,0,5.49984931945801,32,32,0
06:54:02 03-09-2025,133.81330871582,0,0,0,134.033081054688,325.415496826172,13.8355808258057,134.857269287109,0,0,0,0,5.39684391021729,32,32,0
06:54:32 03-09-2025,133.538589477539,0,0,0,133.538589477539,354.643859863281,14.011100769043,134.967147827148,0,0,0,0,5.50442695617676,32,32,0
06:55:03 03-09-2025,133.428695678711,0,0,0,133.428695678711,348.577728271484,14.1560955047607,135.186935424805,0,0,0,0,5.44949054718018,32,32,0
06:55:33 03-09-2025,133.81330871582,0,0,0,133.81330871582,315.000183105469,14.2858276367188,135.461654663086,0,0,0,0,5.47466945648193,32,32,0
06:56:03 03-09-2025,134.19792175293,0,0,0,133.868255615234,332.483734130859,14.4308223724365,135.571548461914,0,0,0,0,5.42660045623779,32,32,0
06:56:33 03-09-2025,134.417709350586,0,0,0,134.417709350586,305.254211425781,14.530029296875,135.79133605957,0,0,0,0,5.45864677429199,32,32,0
06:57:03 03-09-2025,134.417709350586,0,0,0,134.417709350586,323.925750732422,14.6216049194336,136.066055297852,0,0,0,0,5.43575668334961,32,32,0
06:57:33 03-09-2025,135.241882324219,0,0,0,135.241882324219,309.409851074219,14.6826553344727,135.956161499023,0,0,0,0,5.44491291046143,32,32,0
06:58:03 03-09-2025,135.022094726563,0,0,0,135.022094726563,361.335357666016,14.7818622589111,136.395721435547,0,0,0,0,5.40828895568848,32,32,0
06:58:33 03-09-2025,134.637481689453,0,0,0,134.637481689453,348.327850341797,14.8352813720703,136.285842895508,0,0,0,0,5.47238063812256,32,32,0
06:59:03 03-09-2025,134.967147827148,0,0,0,134.967147827148,322.142944335938,14.9039630889893,136.230895996094,0,0,0,0,5.42660045623779,32,32,0
06:59:33 03-09-2025,134.912216186523,0,0,0,134.912216186523,349.073944091797,14.9726448059082,136.395721435547,0,0,0,0,5.46093559265137,32,32,0
07:00:03 03-09-2025,134.747375488281,0,0,0,134.747375488281,363.522705078125,14.9955387115479,136.505615234375,0,0,0,0,5.40142154693604,32,32,0
07:00:33 03-09-2025,135.681442260742,0,0,0,135.681442260742,358.214141845703,14.9421195983887,136.780349731445,0,0,0,0,5.45635795593262,32,32,0
07:01:03 03-09-2025,135.681442260742,0,0,0,135.681442260742,359.845947265625,15.0947456359863,136.725402832031,0,0,0,0,5.47009181976318,32,32,0
07:01:33 03-09-2025,135.846282958984,0,0,0,135.846282958984,329.673034667969,15.1252708435059,136.83528137207,0,0,0,0,5.19083404541016,32,32,0
07:02:03 03-09-2025,136.230895996094,0,0,0,136.230895996094,345.400909423828,15.178689956665,136.725402832031,0,0,0,0,5.22059059143066,32,32,0
07:02:33 03-09-2025,135.406707763672,0,0,0,135.406707763672,317.609344482422,15.1939525604248,136.725402832031,0,0,0,0,5.24348068237305,32,32,0
07:03:03 03-09-2025,136.17594909668,0,0,0,136.17594909668,365.661102294922,15.2168464660645,136.83528137207,0,0,0,0,5.15878772735596,32,32,0
07:03:33 03-09-2025,135.241882324219,0,0,0,135.241882324219,354.479797363281,15.2321090698242,136.83528137207,0,0,0,0,5.21143531799316,32,32,0
07:04:03 03-09-2025,135.351776123047,0,0,0,135.351776123047,336.258422851563,15.2931594848633,136.83528137207,0,0,0,0,5.27323818206787,32,32,0
07:04:33 03-09-2025,135.461654663086,0,0,0,135.461654663086,364.218078613281,15.3694725036621,136.890228271484,0,0,0,0,5.20456790924072,32,32,0
07:05:03 03-09-2025,135.901214599609,0,0,0,135.901214599609,320.779235839844,15.3923664093018,137.055068969727,0,0,0,0,5.22516918182373,32,32,0
07:05:33 03-09-2025,136.066055297852,0,0,0,136.066055297852,352.817626953125,15.4152603149414,136.945175170898,0,0,0,0,5.20914554595947,32,32,0
07:06:03 03-09-2025,135.571548461914,0,0,0,135.571548461914,354.262847900391,15.4152603149414,137.110015869141,0,0,0,0,5.21830177307129,32,32,0
07:06:33 03-09-2025,135.736389160156,0,0,0,135.736389160156,352.642822265625,15.3999977111816,137.000122070313,0,0,0,0,5.21143531799316,32,32,0
07:07:03 03-09-2025,135.5166015625,0,0,0,135.5166015625,386.082489013672,15.4076290130615,137.000122070313,0,0,0,0,5.21143531799316,32,32,0
07:07:33 03-09-2025,135.846282958984,0,0,0,135.846282958984,332.959381103516,15.377103805542,137.000122070313,0,0,0,0,5.18167781829834,32,32,0
07:08:03 03-09-2025,135.5166015625,0,0,0,135.5166015625,382.026336669922,15.4610481262207,136.890228271484,0,0,0,0,5.19770050048828,32,32,0
07:08:33 03-09-2025,136.066055297852,0,0,0,136.066055297852,335.274230957031,15.4076290130615,136.945175170898,0,0,0,0,5.2068567276001,32,32,0
07:09:03 03-09-2025,135.681442260742,0,0,0,135.681442260742,342.410247802734,15.4152603149414,136.890228271484,0,0,0,0,5.20456790924072,32,32,0
07:09:33 03-09-2025,135.296829223633,0,0,0,135.296829223633,352.326629638672,15.5144672393799,136.890228271484,0,0,0,0,5.23203563690186,32,32,0
07:10:03 03-09-2025,135.461654663086,0,0,0,135.461654663086,324.849060058594,15.4381542205811,136.890228271484,0,0,0,0,5.21830177307129,32,32,0
07:10:33 03-09-2025,135.186935424805,0,0,0,135.186935424805,303.451690673828,15.4457855224609,137.000122070313,0,0,0,0,5.14047622680664,32,32,0
07:11:03 03-09-2025,135.681442260742,0,0,0,135.681442260742,375.850738525391,15.4381542205811,136.945175170898,0,0,0,0,5.21830177307129,32,32,0
07:11:34 03-09-2025,136.066055297852,0,0,0,136.066055297852,365.0302734375,15.4992046356201,137.055068969727,0,0,0,0,5.19770050048828,32,32,0
07:12:04 03-09-2025,135.79133605957,0,0,0,135.79133605957,323.673400878906,15.4457855224609,136.890228271484,0,0,0,0,5.22516918182373,32,32,0
07:12:34 03-09-2025,130.956161499023,0,0,130.956161499023,0,429.792510986328,2.48783874511719,131.011108398438,0,0,0,0,7.62861919403076,32,32,0
07:13:04 03-09-2025,134.417709350586,0,0,134.417709350586,0,448.572723388672,4.34987545013428,133.978149414063,0,0,0,0,7.61946296691895,32,32,0
07:13:34 03-09-2025,135.351776123047,0,0,135.351776123047,0,423.200775146484,5.84561061859131,135.406707763672,0,0,0,0,7.54621505737305,32,32,0
07:14:04 03-09-2025,136.450668334961,0,0,136.395721435547,0,438.439178466797,6.87583637237549,136.395721435547,0,0,0,0,7.51645755767822,32,32,0
07:14:34 03-09-2025,136.395721435547,0,0,136.340774536133,0,432.014801025391,7.65422821044922,136.780349731445,0,0,0,0,7.42947578430176,32,32,0
07:15:04 03-09-2025,136.83528137207,0,0,136.83528137207,0,422.270629882813,8.23420715332031,137.055068969727,0,0,0,0,7.38598442077637,32,32,0
07:15:34 03-09-2025,137.329788208008,0,0,137.329788208008,0,423.234313964844,8.69971656799316,137.604522705078,0,0,0,0,7.4454984664917,32,32,0
07:16:04 03-09-2025,137.604522705078,0,0,137.604522705078,0,445.983764648438,9.11943817138672,137.769348144531,0,0,0,0,7.40887451171875,32,32,0
07:16:34 03-09-2025,137.49462890625,0,0,137.49462890625,0,454.780029296875,9.48574066162109,137.659469604492,0,0,0,0,7.40658569335938,32,32,0
07:17:04 03-09-2025,137.989135742188,0,0,137.989135742188,0,414.021148681641,9.82914924621582,138.15397644043,0,0,0,0,7.39285182952881,32,32,0
07:17:34 03-09-2025,137.989135742188,0,0,137.989135742188,0,422.143951416016,10.1344013214111,137.934188842773,0,0,0,0,7.35622787475586,32,32,0
07:18:04 03-09-2025,137.934188842773,0,0,137.879241943359,0,419.301116943359,10.4091281890869,138.044082641602,0,0,0,0,7.37911796569824,32,32,0
07:18:34 03-09-2025,138.483642578125,0,0,138.263854980469,0,437.526885986328,10.6456985473633,138.318801879883,0,0,0,0,7.37682914733887,32,32,0
07:19:04 03-09-2025,137.714416503906,0,0,137.714416503906,0,458.821441650391,10.8441123962402,138.15397644043,0,0,0,0,7.39514064788818,32,32,0
07:19:34 03-09-2025,138.263854980469,0,0,138.263854980469,0,456.410583496094,11.0272636413574,138.318801879883,0,0,0,0,7.32418155670166,32,32,0
07:20:04 03-09-2025,137.769348144531,0,0,137.769348144531,0,468.984344482422,11.1722583770752,138.099029541016,0,0,0,0,7.36996173858643,32,32,0
07:20:34 03-09-2025,138.208908081055,0,0,138.208908081055,0,423.132568359375,11.3325157165527,138.483642578125,0,0,0,0,7.35393905639648,32,32,0
07:21:04 03-09-2025,138.373748779297,0,0,138.373748779297,0,448.819976806641,11.4698791503906,138.318801879883,0,0,0,0,7.36080551147461,32,32,0
07:21:34 03-09-2025,138.428695678711,0,0,138.428695678711,0,441.880615234375,11.5843486785889,138.483642578125,0,0,0,0,7.41345310211182,32,32,0
07:22:04 03-09-2025,138.483642578125,0,0,138.483642578125,0,442.160278320313,11.6911869049072,138.428695678711,0,0,0,0,7.35851669311523,32,32,0
07:22:34 03-09-2025,138.15397644043,0,0,138.15397644043,0,444.070465087891,11.7980251312256,138.318801879883,0,0,0,0,7.37453937530518,32,32,0
07:23:04 03-09-2025,138.099029541016,0,0,138.099029541016,0,450.988494873047,11.8972320556641,138.483642578125,0,0,0,0,7.34707164764404,32,32,0
07:23:34 03-09-2025,138.208908081055,0,0,138.208908081055,0,432.521667480469,11.9811763763428,138.538589477539,0,0,0,0,7.39742946624756,32,32,0
07:24:04 03-09-2025,138.483642578125,0,0,138.483642578125,0,394.1357421875,12.0727519989014,138.483642578125,0,0,0,0,7.35622787475586,32,32,0
07:24:34 03-09-2025,138.263854980469,0,0,138.263854980469,0,452.613830566406,12.1338024139404,138.483642578125,0,0,0,0,7.40200805664063,32,32,0
07:25:04 03-09-2025,138.648483276367,0,0,138.648483276367,0,427.396362304688,12.1948528289795,138.703414916992,0,0,0,0,7.32189273834229,32,32,0
07:25:34 03-09-2025,138.703414916992,0,0,138.703414916992,0,448.657745361328,12.2635345458984,138.593536376953,0,0,0,0,7.39971923828125,32,32,0
07:26:04 03-09-2025,138.81330871582,0,0,138.81330871582,0,412.302337646484,12.3245849609375,138.81330871582,0,0,0,0,7.3722505569458,32,32,0
07:26:34 03-09-2025,138.703414916992,0,0,138.923202514648,0,457.708129882813,12.3780040740967,138.703414916992,0,0,0,0,7.37911796569824,32,32,0
07:27:05 03-09-2025,138.318801879883,0,0,138.318801879883,0,410.376190185547,12.4314231872559,138.428695678711,0,0,0,0,7.36996173858643,32,32,0
07:27:35 03-09-2025,138.099029541016,0,0,138.099029541016,0,448.157165527344,12.484842300415,138.428695678711,0,0,0,0,7.40887451171875,32,32,0
07:28:05 03-09-2025,138.208908081055,0,0,138.208908081055,0,426.856384277344,12.5306301116943,138.648483276367,0,0,0,0,7.33562660217285,32,32,0
07:28:35 03-09-2025,138.538589477539,0,0,138.538589477539,0,438.882507324219,12.5306301116943,138.758361816406,0,0,0,0,7.34249401092529,32,32,0
07:29:05 03-09-2025,138.648483276367,0,0,138.648483276367,0,450.690246582031,12.5993118286133,138.703414916992,0,0,0,0,7.35165023803711,32,32,0
07:29:35 03-09-2025,138.81330871582,0,0,138.81330871582,0,460.172698974609,12.6527309417725,138.648483276367,0,0,0,0,7.38598442077637,32,32,0
07:30:05 03-09-2025,138.099029541016,0,0,138.099029541016,0,455.058410644531,12.6908874511719,138.483642578125,0,0,0,0,7.36767292022705,32,32,0
07:30:35 03-09-2025,138.868255615234,0,0,138.868255615234,0,433.66455078125,12.7214126586914,138.593536376953,0,0,0,0,7.38140678405762,32,32,0
07:31:05 03-09-2025,138.428695678711,0,0,138.428695678711,0,447.049377441406,12.7595691680908,138.483642578125,0,0,0,0,7.35393905639648,32,32,0
07:31:35 03-09-2025,138.593536376953,0,0,138.593536376953,0,436.144653320313,12.7748317718506,138.538589477539,0,0,0,0,7.3722505569458,32,32,0
07:32:05 03-09-2025,138.208908081055,0,0,138.208908081055,0,423.727874755859,12.81298828125,138.483642578125,0,0,0,0,7.36767292022705,32,32,0
07:32:35 03-09-2025,138.099029541016,0,0,138.15397644043,0,467.992858886719,12.8511447906494,138.373748779297,0,0,0,0,7.35165023803711,32,32,0
07:33:05 03-09-2025,137.934188842773,0,0,137.934188842773,0,407.241546630859,12.8740386962891,138.263854980469,0,0,0,0,7.35851669311523,32,32,0
07:33:35 03-09-2025,138.373748779297,0,0,138.373748779297,0,402.109191894531,12.9121952056885,138.483642578125,0,0,0,0,7.31731510162354,32,32,0
07:34:05 03-09-2025,138.208908081055,0,0,138.208908081055,0,448.953369140625,12.9350891113281,138.373748779297,0,0,0,0,7.34478282928467,32,32,0
07:34:35 03-09-2025,138.593536376953,0,0,138.593536376953,0,430.545745849609,12.9579830169678,138.538589477539,0,0,0,0,7.37911796569824,32,32,0
07:35:05 03-09-2025,138.099029541016,0,0,138.099029541016,0,461.573791503906,12.9885082244873,138.318801879883,0,0,0,0,7.31502628326416,32,32,0
07:35:35 03-09-2025,138.15397644043,0,0,138.15397644043,0,438.987548828125,13.011402130127,138.428695678711,0,0,0,0,7.3722505569458,32,32,0
07:36:05 03-09-2025,138.263854980469,0,0,138.263854980469,0,420.810272216797,13.0266647338867,138.538589477539,0,0,0,0,7.39514064788818,32,32,0
