Date,TAI,TAI_1,TAI_2,TAI_3,TAI_4,DCFM SMOOTHBYFILTER,O2,TAO,TAO_R1,TAO_R2,TAO_R3,TAO_R4,TWI,TWO
03:25:12 03-09-2025,139.527603149414,0,0,139.527603149414,0,45.4000015258789,12.7900943756104,139.582550048828,0,0,0,0,32,32
03:26:12 03-09-2025,139.362762451172,0,0,139.362762451172,0,43.5999984741211,12.8587760925293,139.362762451172,0,0,0,0,32,32
03:27:12 03-09-2025,139.747375488281,0,0,139.747375488281,0,44.4000015258789,12.8816699981689,139.47265625,139.527603149414,0,0,0,32,32
03:28:12 03-09-2025,138.978149414063,0,0,138.978149414063,0,31.2999992370605,12.9732456207275,139.692428588867,139.637481689453,0,0,0,32,32
03:29:12 03-09-2025,140.077041625977,0,0,140.077041625977,0,9.80000019073486,12.9732456207275,139.802322387695,139.802322387695,0,0,0,32,32
03:30:12 03-09-2025,139.802322387695,0,0,139.802322387695,0,32.9000015258789,12.9808769226074,139.802322387695,139.802322387695,0,0,0,32,32
03:31:12 03-09-2025,139.417709350586,0,0,139.417709350586,0,21.7000007629395,12.9885082244873,139.802322387695,139.802322387695,0,0,0,32,32
03:32:12 03-09-2025,139.857269287109,0,0,140.022109985352,0,37.0999984741211,12.9961395263672,139.857269287109,139.802322387695,0,0,0,32,32
03:33:12 03-09-2025,139.417709350586,0,0,139.417709350586,0,38,12.9885082244873,139.802322387695,139.802322387695,0,0,0,32,32
03:34:12 03-09-2025,139.857269287109,0,0,139.857269287109,0,23.8999996185303,13.011402130127,139.912216186523,139.912216186523,0,0,0,32,32
03:35:12 03-09-2025,139.307815551758,0,0,139.307815551758,0,40.7000007629395,13.0266647338867,139.692428588867,139.747375488281,0,0,0,32,32
03:36:12 03-09-2025,139.47265625,0,0,139.47265625,0,20.6000003814697,13.0342960357666,139.637481689453,139.692428588867,0,0,0,32,32
03:37:12 03-09-2025,134.417709350586,0,134.417709350586,0,0,41.5,13.141134262085,135.131988525391,0,0,0,0,32,32
03:38:12 03-09-2025,108.593505859375,0,108.538558959961,0,0,49,4.26593112945557,109.912185668945,0,0,0,0,32,32
03:39:12 03-09-2025,111.505599975586,0,111.505599975586,0,0,47.7999992370605,6.81478595733643,113.208892822266,0,0,0,0,32,32
03:40:12 03-09-2025,115.736373901367,0,115.736373901367,0,0,49.4000015258789,8.56235313415527,116.780319213867,0,0,0,0,32,32
03:41:12 03-09-2025,119.85725402832,0,119.85725402832,0,0,49.4000015258789,9.5696849822998,120.571533203125,0,0,0,0,32,32
03:42:12 03-09-2025,123.318786621094,0,123.318786621094,0,0,47.0999984741211,10.1725578308105,123.813293457031,0,0,0,0,32,32
03:43:12 03-09-2025,126.725387573242,0,126.725387573242,0,0,44.4000015258789,10.4854412078857,127.055053710938,0,0,0,0,32,32
03:44:12 03-09-2025,129.252868652344,0,129.252868652344,0,0,48,10.6991176605225,129.472640991211,0,0,0,0,32,32
03:45:12 03-09-2025,131.615509033203,0,131.615509033203,0,0,42.0999984741211,10.8288497924805,131.725387573242,0,0,0,0,32,32
03:46:13 03-09-2025,133.044082641602,0,133.044082641602,0,0,46.5999984741211,10.9051628112793,133.593521118164,0,0,0,0,32,32
03:47:13 03-09-2025,135.022094726563,0,135.022094726563,0,0,43.9000015258789,10.9585819244385,135.241882324219,0,0,0,0,32,32
03:48:13 03-09-2025,136.066055297852,0,136.011108398438,0,0,46.4000015258789,10.9814758300781,136.285842895508,0,0,0,0,32,32
03:49:13 03-09-2025,136.615509033203,0,136.725402832031,0,0,46.2000007629395,11.0043697357178,137.164962768555,0,0,0,0,32,32
03:50:13 03-09-2025,137.439682006836,0,137.439682006836,0,0,44.9000015258789,11.0348949432373,138.044082641602,0,0,0,0,32,32
03:51:13 03-09-2025,138.318801879883,0,138.318801879883,0,0,44.2000007629395,11.0272636413574,138.758361816406,0,0,0,0,32,32
03:52:13 03-09-2025,138.648483276367,0,138.648483276367,0,0,44.2999992370605,11.0348949432373,139.307815551758,0,0,0,0,32,32
03:53:13 03-09-2025,139.527603149414,0,139.527603149414,0,0,43.7999992370605,11.0196323394775,139.857269287109,0,0,0,0,32,32
03:54:13 03-09-2025,139.912216186523,0,139.912216186523,0,0,45.9000015258789,11.0043697357178,140.351776123047,0,0,0,0,32,32
03:55:13 03-09-2025,140.131988525391,0,140.131988525391,0,0,45.2000007629395,11.0425262451172,140.571548461914,0,0,0,0,32,32
03:56:13 03-09-2025,140.241882324219,0,140.241882324219,0,0,45,11.057788848877,140.846282958984,0,0,0,0,32,32
03:57:13 03-09-2025,141.066055297852,0,141.066055297852,0,0,42.7999992370605,11.0196323394775,141.17594909668,0,0,0,0,32,32
03:58:13 03-09-2025,141.011108398438,0,141.011108398438,0,0,45.2000007629395,10.989107131958,141.340789794922,0,0,0,0,32,32
03:59:13 03-09-2025,141.340789794922,0,141.340789794922,0,0,46.0999984741211,11.0501575469971,141.615509033203,0,0,0,0,32,32
04:00:13 03-09-2025,141.011108398438,0,141.011108398438,0,0,42,11.0501575469971,141.725402832031,0,0,0,0,32,32
04:01:13 03-09-2025,141.066055297852,0,141.066055297852,0,0,45.5,11.057788848877,141.780349731445,0,0,0,0,32,32
04:02:13 03-09-2025,141.560562133789,0,141.560562133789,0,0,45,11.0501575469971,141.945175170898,0,0,0,0,32,32
04:03:13 03-09-2025,141.560562133789,0,141.670455932617,0,0,43.5,11.0501575469971,142.329803466797,0,0,0,0,32,32
04:04:13 03-09-2025,141.835296630859,0,141.835296630859,0,0,44.9000015258789,11.0348949432373,142.274856567383,0,0,0,0,32,32
04:05:13 03-09-2025,142.219909667969,0,142.219909667969,0,0,43.2999992370605,10.9738445281982,142.164962768555,0,0,0,0,32,32
04:06:13 03-09-2025,141.725402832031,0,141.725402832031,0,0,44.7000007629395,11.057788848877,142.384750366211,0,0,0,0,32,32
04:07:13 03-09-2025,141.725402832031,0,141.725402832031,0,0,45.2000007629395,11.0501575469971,142.329803466797,0,0,0,0,32,32
04:08:13 03-09-2025,141.945175170898,0,141.945175170898,0,0,45,11.0654201507568,142.439682006836,0,0,0,0,32,32
04:09:13 03-09-2025,141.835296630859,0,141.835296630859,0,0,43.9000015258789,11.0272636413574,142.549575805664,0,0,0,0,32,32
04:10:13 03-09-2025,141.615509033203,0,141.615509033203,0,0,46.7000007629395,11.0501575469971,142.329803466797,0,0,0,0,32,32
04:11:13 03-09-2025,142.110015869141,0,142.110015869141,0,0,44.7999992370605,11.0501575469971,142.934188842773,0,0,0,0,32,32
04:12:13 03-09-2025,141.670455932617,0,141.670455932617,0,0,44.7000007629395,11.0501575469971,142.604522705078,0,0,0,0,32,32
04:13:13 03-09-2025,142.274856567383,0,142.384750366211,0,0,44.5,11.0425262451172,142.604522705078,0,0,0,0,32,32
04:14:13 03-09-2025,141.780349731445,0,141.780349731445,0,0,43.7999992370605,11.0425262451172,142.549575805664,0,0,0,0,32,32
04:15:13 03-09-2025,142.439682006836,0,142.439682006836,0,0,46.7999992370605,11.0425262451172,142.76936340332,0,0,0,0,32,32
04:16:14 03-09-2025,141.945175170898,0,141.945175170898,0,0,46.9000015258789,11.0425262451172,142.549575805664,0,0,0,0,32,32
04:17:14 03-09-2025,142.329803466797,0,142.274856567383,0,0,45.2000007629395,11.0501575469971,142.76936340332,0,0,0,142.76936340332,32,32
04:18:14 03-09-2025,142.055068969727,0,142.055068969727,0,0,28.6000003814697,11.1569957733154,142.76936340332,0,0,0,142.76936340332,32,32
04:19:14 03-09-2025,142.439682006836,0,142.439682006836,0,0,28.8999996185303,11.1417331695557,142.824310302734,0,0,0,142.824310302734,32,32
04:20:14 03-09-2025,142.000122070313,0,142.000122070313,0,0,28.5,11.0883140563965,142.824310302734,0,0,0,142.824310302734,32,32
04:21:14 03-09-2025,142.110015869141,0,142.110015869141,0,0,36.2000007629395,11.0654201507568,142.879241943359,0,0,0,142.879241943359,32,32
04:22:14 03-09-2025,135.571548461914,0,0,0,0,53.4000015258789,8.64629745483398,136.945175170898,0,136.890228271484,0,0,32,32
04:23:14 03-09-2025,49.087963104248,0,0,0,0,47.4000015258789,18.9103965759277,60.3517074584961,0,60.1868743896484,0,0,32,32
04:24:14 03-09-2025,39.8022422790527,0,0,0,0,50.2999992370605,18.8875026702881,57.4396209716797,0,57.4945602416992,0,0,32,32
04:25:14 03-09-2025,36.1758651733398,0,0,0,0,48.7000007629395,18.8722400665283,58.2637939453125,0,58.2637939453125,0,0,32,32
04:26:14 03-09-2025,35.5165252685547,0,0,0,0,51.5,18.8722400665283,54.1429138183594,0,54.1429138183594,0,0,32,32
04:27:14 03-09-2025,35.9011383056641,35.9011383056641,0,0,0,51.7999992370605,18.8798713684082,50.6813697814941,0,0,0,0,32,32
04:28:14 03-09-2025,106.780319213867,106.780319213867,0,0,0,27.7999992370605,3.29675674438477,102.219871520996,0,0,0,0,32,32
04:29:14 03-09-2025,111.120979309082,111.120979309082,0,0,0,28.3999996185303,3.12123680114746,109.25284576416,0,0,0,0,32,32
04:30:14 03-09-2025,112.769332885742,112.769332885742,0,0,0,27.5,3.74700260162354,111.560539245605,0,0,0,0,32,32
04:31:14 03-09-2025,112.659446716309,112.659446716309,0,0,0,28.2999992370605,4.59407711029053,112.274826049805,0,0,0,0,32,32
04:32:14 03-09-2025,112.769332885742,112.769332885742,0,0,0,28.1000003814697,5.540358543396,112.384719848633,0,0,0,0,32,32
04:33:14 03-09-2025,112.274826049805,112.274826049805,0,0,0,27.2999992370605,6.33401393890381,112.000099182129,0,0,0,0,32,32
04:34:14 03-09-2025,111.340759277344,111.340759277344,0,0,0,27.2999992370605,7.03609371185303,111.23087310791,0,0,0,0,32,32
04:35:14 03-09-2025,111.120979309082,111.120979309082,0,0,0,28.2000007629395,7.54738998413086,110.736366271973,0,0,0,0,32,32
04:36:14 03-09-2025,110.241859436035,110.241859436035,0,0,0,27.8999996185303,7.93658638000488,110.186912536621,0,0,0,0,32,32
04:37:14 03-09-2025,110.296806335449,110.296806335449,0,0,0,27,8.24946975708008,109.58251953125,0,0,0,0,32,32
04:38:14 03-09-2025,109.472625732422,109.472625732422,0,0,0,27.8999996185303,8.52419662475586,109.142959594727,0,0,0,0,32,32
04:39:14 03-09-2025,108.428672790527,108.428672790527,0,0,0,27.3999996185303,8.74550437927246,108.483619689941,0,0,0,0,32,32
04:40:14 03-09-2025,107.769332885742,107.769332885742,0,0,0,26.7999992370605,8.94391822814941,107.494606018066,0,0,0,0,32,32
04:41:14 03-09-2025,107.769332885742,107.769332885742,0,0,0,28.2000007629395,9.11943817138672,107.164932250977,0,0,0,0,32,32
04:42:14 03-09-2025,105.90119934082,0,0,0,105.90119934082,40,9.24917030334473,105.516578674316,0,0,0,0,32,32
04:43:14 03-09-2025,127.329788208008,0,0,0,127.329788208008,36.0999984741211,10.2030830383301,127.824295043945,0,0,0,0,32,32
04:44:14 03-09-2025,130.131988525391,0,0,0,129.967147827148,36.2000007629395,10.9814758300781,130.901214599609,0,0,0,0,32,32
04:45:14 03-09-2025,131.230880737305,0,0,0,131.230880737305,34.2000007629395,11.6759243011475,132.21989440918,0,0,0,0,32,32
04:46:14 03-09-2025,131.725387573242,0,0,0,131.725387573242,34.0999984741211,12.3322162628174,133.099014282227,0,0,0,0,32,32
04:47:14 03-09-2025,132.824295043945,0,0,0,132.824295043945,35.2999992370605,12.9350891113281,133.923202514648,0,0,0,0,32,32
04:48:14 03-09-2025,133.208908081055,0,0,0,133.208908081055,36.7000007629395,13.4769096374512,134.47265625,0,0,0,0,32,32
04:49:14 03-09-2025,133.758361816406,0,0,0,133.703414916992,35,13.8432121276855,135.131988525391,0,0,0,0,32,32
04:50:14 03-09-2025,134.47265625,0,0,0,134.47265625,33,14.1179389953613,135.681442260742,0,0,0,0,32,32
04:51:14 03-09-2025,134.747375488281,0,0,0,134.967147827148,35.7999992370605,14.3926658630371,136.121002197266,0,0,0,0,32,32
04:52:15 03-09-2025,134.747375488281,0,0,0,134.747375488281,34.2999992370605,14.5758171081543,136.285842895508,0,0,0,0,32,32
04:53:15 03-09-2025,135.186935424805,0,0,0,135.186935424805,36.2000007629395,14.7131805419922,136.340774536133,0,0,0,0,32,32
04:54:15 03-09-2025,135.571548461914,0,0,0,135.571548461914,36,14.8352813720703,136.725402832031,0,0,0,0,32,32
04:55:15 03-09-2025,135.406707763672,0,0,0,135.5166015625,34.5999984741211,14.9268569946289,136.890228271484,0,0,0,0,32,32
04:56:15 03-09-2025,135.736389160156,0,0,0,135.736389160156,34.7999992370605,15.0260639190674,136.780349731445,0,0,0,0,32,32
04:57:15 03-09-2025,135.296829223633,0,0,0,135.296829223633,35.0999984741211,15.1329021453857,137.055068969727,0,0,0,0,32,32
04:58:15 03-09-2025,135.736389160156,0,0,0,135.736389160156,34.7000007629395,15.1863212585449,137.000122070313,0,0,0,0,32,32
04:59:15 03-09-2025,135.681442260742,0,0,0,135.79133605957,34.4000015258789,15.2778968811035,137.000122070313,0,0,0,0,32,32
05:00:15 03-09-2025,135.956161499023,0,0,0,135.956161499023,34.2000007629395,15.2855281829834,137.164962768555,0,0,0,0,32,32
05:01:15 03-09-2025,135.626495361328,0,0,0,135.626495361328,33.9000015258789,15.2244777679443,137.000122070313,0,0,0,0,32,32
05:02:15 03-09-2025,135.956161499023,0,0,0,135.956161499023,34,15.3236846923828,137.110015869141,0,0,0,0,32,32
05:03:15 03-09-2025,136.011108398438,0,0,0,136.011108398438,34.2999992370605,15.3618412017822,137.164962768555,0,0,0,0,32,32
05:04:15 03-09-2025,135.296829223633,0,0,0,135.296829223633,34.5,15.4152603149414,137.000122070313,0,0,0,0,32,32
05:05:15 03-09-2025,136.121002197266,0,0,0,136.121002197266,33.7000007629395,15.4152603149414,137.164962768555,0,0,0,0,32,32
05:06:15 03-09-2025,134.582534790039,0,0,0,134.582534790039,35.2000007629395,15.4992046356201,136.945175170898,0,0,0,0,32,32
05:07:15 03-09-2025,128.81330871582,0,0,128.81330871582,0,43.5999984741211,4.2506685256958,133.208908081055,0,0,0,0,32,32
05:08:15 03-09-2025,134.912216186523,0,0,135.131988525391,0,45,4.92222309112549,134.692428588867,0,0,0,0,32,32
05:09:15 03-09-2025,136.725402832031,0,0,136.725402832031,0,44.7999992370605,7.12003803253174,136.83528137207,0,0,0,0,32,32
05:10:15 03-09-2025,137.769348144531,0,0,137.769348144531,0,42.0999984741211,8.31052017211914,137.659469604492,0,0,0,0,32,32
05:11:15 03-09-2025,137.549575805664,0,0,137.714416503906,0,42,9.16522598266602,137.989135742188,0,0,0,0,32,32
05:12:15 03-09-2025,138.593536376953,0,0,138.593536376953,0,43.5999984741211,9.85204315185547,138.263854980469,0,0,0,0,32,32
05:13:15 03-09-2025,138.593536376953,0,0,138.593536376953,0,44.0999984741211,10.3938655853271,138.538589477539,0,0,0,0,32,32
05:14:15 03-09-2025,138.373748779297,0,0,138.373748779297,0,43.7999992370605,10.8059558868408,138.538589477539,0,0,0,0,32,32
05:15:15 03-09-2025,138.373748779297,0,0,138.373748779297,0,43.7999992370605,11.1264705657959,138.703414916992,0,0,0,0,32,32
05:16:15 03-09-2025,138.428695678711,0,0,138.428695678711,0,44.2000007629395,11.4011974334717,138.703414916992,0,0,0,0,32,32
05:17:15 03-09-2025,138.868255615234,0,0,138.868255615234,0,42.9000015258789,11.637767791748,138.868255615234,0,0,0,0,32,32
05:18:15 03-09-2025,138.648483276367,0,0,138.648483276367,0,42.7999992370605,11.8285503387451,138.81330871582,0,0,0,0,32,32
05:19:15 03-09-2025,138.758361816406,0,0,138.758361816406,0,43.7999992370605,11.9811763763428,139.033096313477,0,0,0,0,32,32
05:20:15 03-09-2025,138.923202514648,0,0,138.923202514648,0,44.7999992370605,12.1261711120605,139.033096313477,0,0,0,0,32,32
05:21:15 03-09-2025,138.868255615234,0,0,138.868255615234,0,43.2000007629395,12.2330093383789,139.033096313477,0,0,0,0,32,32
05:22:15 03-09-2025,139.19792175293,0,0,138.758361816406,0,45.2000007629395,12.3398475646973,139.19792175293,0,0,0,0,32,32
05:23:15 03-09-2025,139.033096313477,0,0,139.033096313477,0,40.9000015258789,12.4314231872559,139.088043212891,0,0,0,0,32,32
05:24:15 03-09-2025,138.81330871582,0,0,138.758361816406,0,38.9000015258789,12.5229988098145,139.088043212891,0,0,0,0,32,32
05:25:15 03-09-2025,138.978149414063,0,0,138.978149414063,0,44,12.5993118286133,139.088043212891,0,0,0,0,32,32
05:26:15 03-09-2025,139.19792175293,0,0,139.142974853516,0,42.9000015258789,12.6603622436523,139.088043212891,0,0,0,0,32,32
05:27:16 03-09-2025,138.538589477539,0,0,138.538589477539,0,45.7999992370605,12.7061500549316,138.978149414063,0,0,0,0,32,32
05:28:16 03-09-2025,138.81330871582,0,0,138.81330871582,0,45.7999992370605,12.7672004699707,139.033096313477,0,0,0,0,32,32
05:29:16 03-09-2025,138.703414916992,0,0,138.703414916992,0,42.5,12.8282508850098,138.868255615234,0,0,0,0,32,32
05:30:16 03-09-2025,139.088043212891,0,0,139.088043212891,0,45,12.8664073944092,138.868255615234,0,0,0,0,32,32
05:31:16 03-09-2025,139.252868652344,0,0,139.252868652344,0,41.7999992370605,12.9121952056885,139.033096313477,0,0,0,0,32,32
05:32:16 03-09-2025,138.758361816406,0,0,138.758361816406,0,47.2999992370605,12.942720413208,138.868255615234,138.868255615234,0,0,0,32,32
05:33:16 03-09-2025,139.142974853516,0,0,139.142974853516,0,18.5,13.0419273376465,139.417709350586,139.417709350586,0,0,0,32,32
05:34:16 03-09-2025,138.923202514648,0,0,138.868255615234,0,54.5999984741211,13.0419273376465,139.19792175293,139.19792175293,0,0,0,32,32
05:35:16 03-09-2025,139.417709350586,0,0,139.417709350586,0,55.7999992370605,13.0571899414063,139.47265625,139.417709350586,0,0,0,32,32
05:36:16 03-09-2025,138.868255615234,0,0,138.868255615234,0,22.6000003814697,13.0495586395264,139.307815551758,139.252868652344,0,0,0,32,32
05:37:16 03-09-2025,139.19792175293,0,0,139.19792175293,0,45.2000007629395,12.9579830169678,139.307815551758,139.307815551758,0,0,0,32,32
05:38:16 03-09-2025,139.088043212891,0,0,139.088043212891,0,32.9000015258789,13.0648212432861,139.307815551758,139.307815551758,0,0,0,32,32
05:39:16 03-09-2025,139.033096313477,0,0,139.033096313477,0,50.7000007629395,13.072452545166,139.252868652344,139.252868652344,0,0,0,32,32
05:40:16 03-09-2025,139.252868652344,0,0,139.252868652344,0,26.8999996185303,13.0800838470459,139.362762451172,139.362762451172,0,0,0,32,32
05:41:16 03-09-2025,138.538589477539,0,0,138.758361816406,0,52.7000007629395,13.0877151489258,139.142974853516,139.088043212891,0,0,0,32,32
05:42:16 03-09-2025,126.890228271484,0,126.890228271484,0,0,53.9000015258789,12.3245849609375,127.494613647461,0,0,0,0,32,32
05:43:16 03-09-2025,108.098999023438,0,108.098999023438,0,0,47,4.48723888397217,109.637466430664,0,0,0,0,32,32
05:44:16 03-09-2025,112.164939880371,0,111.945159912109,0,0,50.5999984741211,6.96741199493408,113.044059753418,0,0,0,0,32,32
05:45:16 03-09-2025,116.285827636719,0,116.285827636719,0,0,47.4000015258789,8.66919136047363,116.835266113281,0,0,0,0,32,32
05:46:16 03-09-2025,119.472640991211,0,119.472640991211,0,0,47.2999992370605,9.63073539733887,120.186920166016,0,0,0,0,32,32
05:47:16 03-09-2025,122.87922668457,0,122.87922668457,0,0,51.2999992370605,10.2183456420898,123.53857421875,0,0,0,0,32,32
05:48:16 03-09-2025,126.066055297852,0,126.066055297852,0,0,48.2999992370605,10.5464916229248,126.670440673828,0,0,0,0,32,32
05:49:16 03-09-2025,129.307815551758,0,129.307815551758,0,0,47.2999992370605,10.729642868042,129.472640991211,0,0,0,0,32,32
05:50:16 03-09-2025,131.285827636719,0,131.285827636719,0,0,45.5,10.859375,131.395721435547,0,0,0,0,32,32
05:51:16 03-09-2025,133.044082641602,0,132.989135742188,0,0,44.9000015258789,10.9585819244385,133.318801879883,0,0,0,0,32,32
05:52:16 03-09-2025,134.252868652344,0,134.252868652344,0,0,44.4000015258789,11.0043697357178,134.692428588867,0,0,0,0,32,32
05:53:16 03-09-2025,135.5166015625,0,135.5166015625,0,0,42.9000015258789,11.0501575469971,136.011108398438,0,0,0,0,32,32
05:54:16 03-09-2025,137.000122070313,0,137.000122070313,0,0,46.2000007629395,11.0806827545166,137.110015869141,0,0,0,0,32,32
05:55:16 03-09-2025,137.659469604492,0,137.659469604492,0,0,45.2999992370605,11.0883140563965,137.934188842773,0,0,0,0,32,32
05:56:16 03-09-2025,137.879241943359,0,137.879241943359,0,0,41.4000015258789,11.0959453582764,138.373748779297,0,0,0,0,32,32
05:57:16 03-09-2025,138.373748779297,0,138.373748779297,0,0,45.4000015258789,11.118839263916,138.978149414063,0,0,0,0,32,32
05:58:16 03-09-2025,138.758361816406,0,138.758361816406,0,0,43.7999992370605,11.118839263916,139.417709350586,0,0,0,0,32,32
05:59:16 03-09-2025,139.033096313477,0,139.47265625,0,0,46.0999984741211,11.1264705657959,139.802322387695,0,0,0,0,32,32
06:00:16 03-09-2025,139.857269287109,0,139.857269287109,0,0,42.0999984741211,11.1112079620361,140.186935424805,0,0,0,0,32,32
06:01:16 03-09-2025,140.186935424805,0,140.186935424805,0,0,45.5999984741211,11.1112079620361,140.626495361328,0,0,0,0,32,32
06:02:16 03-09-2025,140.296829223633,0,140.296829223633,0,0,44.4000015258789,11.118839263916,140.736389160156,0,0,0,0,32,32
06:03:16 03-09-2025,140.461669921875,0,140.461669921875,0,0,43.5999984741211,11.1112079620361,141.011108398438,0,0,0,0,32,32
06:04:16 03-09-2025,140.681442260742,0,140.956176757813,0,0,44.9000015258789,11.1264705657959,141.230895996094,0,0,0,0,32,32
06:05:17 03-09-2025,141.230895996094,0,141.121002197266,0,0,47.7000007629395,11.1264705657959,141.45068359375,0,0,0,0,32,32
06:06:17 03-09-2025,140.79133605957,0,140.79133605957,0,0,43.4000015258789,11.1341018676758,141.45068359375,0,0,0,0,32,32
06:07:17 03-09-2025,140.901229858398,0,140.901229858398,0,0,43.2999992370605,11.1341018676758,141.560562133789,0,0,0,0,32,32
06:08:17 03-09-2025,141.395736694336,0,141.395736694336,0,0,43.2999992370605,11.1112079620361,141.835296630859,0,0,0,0,32,32
06:09:17 03-09-2025,141.395736694336,0,141.395736694336,0,0,44.2999992370605,11.1341018676758,141.780349731445,0,0,0,0,32,32
06:10:17 03-09-2025,141.780349731445,0,141.670455932617,0,0,45.2000007629395,11.1112079620361,142.000122070313,0,0,0,0,32,32
06:11:17 03-09-2025,142.000122070313,0,142.000122070313,0,0,47.0999984741211,11.118839263916,141.890243530273,0,0,0,0,32,32
06:12:17 03-09-2025,141.670455932617,0,141.670455932617,0,0,44.2000007629395,11.118839263916,142.055068969727,0,0,0,0,32,32
06:13:17 03-09-2025,141.835296630859,0,141.835296630859,0,0,41.2000007629395,11.118839263916,142.274856567383,0,0,0,0,32,32
06:14:17 03-09-2025,141.395736694336,0,141.395736694336,0,0,40.7999992370605,11.1264705657959,142.110015869141,0,0,0,0,32,32
06:15:17 03-09-2025,141.560562133789,0,141.560562133789,0,0,45,11.118839263916,142.055068969727,0,0,0,0,32,32
06:16:17 03-09-2025,141.945175170898,0,141.945175170898,0,0,43.9000015258789,11.1264705657959,142.329803466797,0,0,0,0,32,32
06:17:17 03-09-2025,141.725402832031,0,141.725402832031,0,0,44.7000007629395,11.1112079620361,142.274856567383,0,0,0,0,32,32
06:18:17 03-09-2025,142.000122070313,0,142.000122070313,0,0,42.5999984741211,11.1112079620361,142.329803466797,0,0,0,0,32,32
06:19:17 03-09-2025,141.890243530273,0,141.890243530273,0,0,41.2999992370605,11.1112079620361,142.384750366211,0,0,0,0,32,32
06:20:17 03-09-2025,141.780349731445,0,141.780349731445,0,0,44.7999992370605,11.1264705657959,142.329803466797,0,0,0,0,32,32
06:21:17 03-09-2025,141.615509033203,0,141.615509033203,0,0,42.5,11.1264705657959,142.274856567383,0,0,0,0,32,32
06:22:17 03-09-2025,141.780349731445,0,141.780349731445,0,0,45.9000015258789,11.118839263916,142.274856567383,0,0,0,142.329803466797,32,32
06:23:17 03-09-2025,141.945175170898,0,141.945175170898,0,0,31.5,11.2333087921143,142.49462890625,0,0,0,142.49462890625,32,32
06:24:17 03-09-2025,141.890243530273,0,141.890243530273,0,0,30.8999996185303,11.2256774902344,142.49462890625,0,0,0,142.439682006836,32,32
06:25:17 03-09-2025,141.890243530273,0,141.890243530273,0,0,32.9000015258789,11.1646270751953,142.549575805664,0,0,0,142.549575805664,32,32
06:26:17 03-09-2025,141.890243530273,0,141.890243530273,0,0,31.2999992370605,11.1493644714355,142.439682006836,0,0,0,142.439682006836,32,32
06:27:17 03-09-2025,115.736373901367,0,0,0,0,58.7999992370605,14.4918727874756,123.099014282227,0,122.989120483398,0,0,32,32
06:28:17 03-09-2025,46.2857627868652,0,0,0,0,52.0999984741211,18.8646087646484,59.5824737548828,0,59.6374206542969,0,0,32,32
06:29:17 03-09-2025,39.1428985595703,0,0,0,0,53.2999992370605,18.8569774627686,57.8242340087891,0,57.7143402099609,0,0,32,32
06:30:17 03-09-2025,35.131908416748,0,0,0,0,45.0999984741211,18.8493461608887,56.7802734375,0,56.7253341674805,0,0,32,32
06:31:17 03-09-2025,32.3297080993652,0,0,0,0,47.2000007629395,18.8646087646484,51.8352203369141,0,51.9451065063477,0,0,32,32
06:32:17 03-09-2025,52.6044464111328,52.6044464111328,0,0,0,45.4000015258789,18.3762054443359,59.3077545166016,0,0,0,0,32,32
06:33:17 03-09-2025,106.890205383301,107.000099182129,0,0,0,27.7999992370605,3.09834289550781,102.769325256348,0,0,0,0,32,32
06:34:17 03-09-2025,111.066032409668,111.066032409668,0,0,0,27.6000003814697,3.12123680114746,109.472625732422,0,0,0,0,32,32
06:35:17 03-09-2025,112.989112854004,112.989112854004,0,0,0,26.7999992370605,3.82331562042236,111.835266113281,0,0,0,0,32,32
06:36:17 03-09-2025,112.384719848633,112.769332885742,0,0,0,28.5,4.67039012908936,112.219886779785,0,0,0,0,32,32
06:37:17 03-09-2025,112.494606018066,112.494606018066,0,0,0,27.6000003814697,5.61667156219482,112.439666748047,0,0,0,0,32,32
06:38:17 03-09-2025,112.274826049805,112.384719848633,0,0,0,26.8999996185303,6.44085216522217,111.890213012695,0,0,0,0,32,32
06:39:17 03-09-2025,111.505599975586,111.505599975586,0,0,0,28.2999992370605,7.07425022125244,111.395706176758,0,0,0,0,32,32
06:40:18 03-09-2025,111.175926208496,111.175926208496,0,0,0,27.2000007629395,7.55502128601074,111.011093139648,0,0,0,0,32,32
06:41:18 03-09-2025,110.461639404297,110.461639404297,0,0,0,27.5,7.94421768188477,110.351753234863,0,0,0,0,32,32
06:42:18 03-09-2025,110.571533203125,110.571533203125,0,0,0,27.6000003814697,8.25710105895996,109.802299499512,0,0,0,0,32,32
06:43:18 03-09-2025,109.747352600098,109.747352600098,0,0,0,26.7000007629395,8.50893402099609,109.307792663574,0,0,0,0,32,32
06:44:18 03-09-2025,109.527572631836,109.527572631836,0,0,0,28.2999992370605,8.72261047363281,108.868232727051,0,0,0,0,32,32
06:45:18 03-09-2025,108.318778991699,108.318778991699,0,0,0,27.7999992370605,8.88286781311035,108.044052124023,0,0,0,0,32,32
06:46:18 03-09-2025,108.153945922852,108.153945922852,0,0,0,29.7000007629395,9.04312515258789,107.824272155762,0,0,0,0,32,32
06:47:18 03-09-2025,110.186912536621,0,0,0,110.186912536621,42.5,9.27969551086426,108.593505859375,0,0,0,0,32,32
06:48:18 03-09-2025,126.945175170898,0,0,0,126.945175170898,31.7000007629395,10.3175525665283,127.604507446289,0,0,0,0,32,32
06:49:18 03-09-2025,129.967147827148,0,0,0,129.967147827148,34.2000007629395,11.0501575469971,130.736389160156,0,0,0,0,32,32
